6	3	2.838218812324136e-07	7.160169206987993e-08	1.652696864561149e-07	0.818	5.005507792174242e-07	0.5646304052958993	37425342.52190728	468745.7068584775	416224987.245634	41122960.20025445	1083569.909303762	826120.28128865	462947.3739794333	326422491224912.25	-3.054317838942731e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1e-07	0.818	5.005507792174242e-07	0.053916193501171265	15277346.978014411	68924.77912609057	37969042.66235782	25562930.476636913	154885.21302941552	124190.03270686169	68615.21695667505	327151498514985.1	-1.0063452613485318e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.0526315789473683e-07	0.818	5.005507792174242e-07	0.057818112840481335	6983104.807202117	87669.4002663572	87796281.09153861	7586518.198315429	198228.94522358867	157187.80997070207	86582.40137238255	327262499624996.25	-6.953144456336634e-10
6	3	2.838218812324136e-07	7.160169206987993e-08	1.1052631578947368e-07	0.818	5.005507792174242e-07	0.0639097188804956	11829584.467910904	98030.4086404328	70641800.03557877	14209006.282456022	219992.01165132257	176825.3800164009	97224.71855757285	327151498514985.1	-1.0063452613485318e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1e-07	0.818	5.005507792174242e-07	0.05312299394574046	6201138.476180827	61320.43630342755	15687069.285755811	10254943.966935107	136459.58076696997	111363.53880730509	60720.00187966682	327142498424984.25	-1.0315732267717288e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.0526315789473683e-07	0.818	5.005507792174242e-07	0.05773993175428255	10073886.1064382	113445.08919067595	23018696.335808482	17913566.989147086	255874.25087756035	203804.3113405142	112181.77615860308	327283499834998.4	-6.364945108644949e-10
6	3	2.838218812324136e-07	7.160169206987993e-08	1.1052631578947368e-07	0.818	5.005507792174242e-07	0.06429997741973303	8295465.16240075	269568.5453117414	35430169.74728781	10831506.8593106	620707.7911447553	476515.50861428713	261084.3754764197	327094497944979.44	-1.1661458226759807e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.1578947368421052e-07	0.818	5.005507792174242e-07	0.0706713095080789	8450413.021804728	330887.53092110716	34041598.9456206	11240806.575728748	782105.1169116182	573534.4523143019	318419.3825572432	327148498484984.9	-1.014754428925117e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.2105263157894737e-07	0.818	5.005507792174242e-07	0.07722483731629035	17341950.215383716	299916.89510654716	75535995.00996627	22509888.59008223	687220.0028659394	532164.3059025177	294818.22026635037	327052497524975.25	-1.2839292477520886e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.263157894736842e-07	0.818	5.005507792174242e-07	0.08207040302626963	13363762.30556392	385658.2498360506	169390245.21557736	14508376.601988273	905762.1055955621	671624.7621385037	374840.90047450305	327061497614976.1	-1.2586873957462348e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.3157894736842104e-07	0.818	5.005507792174242e-07	0.08917858558195958	19109869.966798224	528208.0968063526	66071685.65667965	26886126.586846694	1242364.448718353	918884.1620472715	514000.8107049255	327142498424984.25	-1.0315732267717288e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.368421052631579e-07	0.818	5.005507792174242e-07	0.13435051623108896	83071250.04185452	996502.7182812324	108598540.86363237	353402819.17292243	2486676.2756708907	1662879.908117668	984690.6068004463	326998496984969.9	-1.4354095388676577e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.4210526315789474e-07	0.818	5.005507792174242e-07	0.3164436445173884	124038175.0376153	1103522.770956387	701085376.3906788	150700584.682071	2236361.616192621	2178488.1211826312	1093791.7018775411	326974496744967.44	-1.5027501731826921e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.4736842105263158e-07	0.818	5.005507792174242e-07	0.5424102639774708	306944024.0852895	1436093.4476570012	493805604.08971435	811138807.8361266	2954243.256458435	2794565.7001625625	1429405.713029677	326845495454954.56	-1.8648755198942054e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.526315789473684e-07	0.818	5.005507792174242e-07	0.581033302496488	303692771.34170157	1511811.4201904614	754550935.6532271	508256660.0893747	3670846.30776744	2570420.4233934307	1504322.7588160632	327181498814988.1	-9.222620672739349e-10
6	3	2.838218812324136e-07	7.160169206987993e-08	1.5789473684210525e-07	0.818	5.005507792174242e-07	0.5812630102707528	335333009.8900247	1364424.8496691189	738865039.9712472	613992990.1133293	2726257.3677092204	2731446.965629327	1358895.6861581646	325411481114811.1	-5.909697138665266e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.6315789473684208e-07	0.818	5.005507792174242e-07	0.5871591968135111	312962760.8797046	1653955.6242608333	516859627.29189026	793331544.4756528	3532965.1847306592	3109812.616462642	1645260.6978201093	325948486484864.9	-4.390836095906275e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.6842105263157895e-07	0.818	5.005507792174242e-07	0.598184540751867	293658713.5232327	1346735.2873621306	639315474.9918175	543141581.0410944	3454622.5978528904	2207168.349983535	1340587.279108253	326659493594935.94	-2.3875132433952233e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.7368421052631578e-07	0.818	5.005507792174242e-07	0.6085677578887801	280897656.0992946	1432877.5165673364	523894630.6518073	605607432.2081579	2835875.4107951676	2896271.0012839786	1425605.4091151622	327502502025020.25	-2.3536141048705654e-11
6	3	2.838218812324136e-07	7.160169206987993e-08	1.7894736842105265e-07	0.818	5.005507792174242e-07	0.6172407557808602	323037376.9874105	1480197.636507805	434021517.83839715	1263290156.6256878	3288710.4717419096	2691682.0121991048	1473446.1222156673	328111508115081.1	1.6766904537263896e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.8421052631578948e-07	0.818	5.005507792174242e-07	0.6205828696270137	240156626.577381	1036742.3966455223	376997404.30676097	661633369.4462918	2990080.245596531	1586997.8466075016	1032286.0767990258	328939516395164.0	3.978229895608481e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.8947368421052632e-07	0.818	5.005507792174242e-07	0.6148712780344439	302385839.29900247	1031381.2185449778	536612997.2056323	692764122.6106746	1951519.4120519927	2187454.54043694	1027875.3291424157	327952506525065.25	1.2333980345072848e-09
6	3	2.838218812324136e-07	7.160169206987993e-08	1.9473684210526315e-07	0.818	5.005507792174242e-07	0.5425658618828124	348408396.1999959	1321319.3981891724	559807401.2610903	922623069.1005234	2692688.1213433375	2594416.0661775153	1316327.3003657295	327349500495004.94	-4.5168099035397943e-10
6	3	2.838218812324136e-07	7.160169206987993e-08	2e-07	0.818	5.005507792174242e-07	0.15258770152429882	20269551.516888753	248994.3894952403	248087974.22377402	22072982.134194095	589683.5733561969	430973.18112430006	245972.82031178186	327640503405034.06	3.622907356618062e-10
